Campaign_ID,Influencer_ID,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI
CM2250,296,Giveaway,2024-11-08,2024-11-17,1123.0,831822,841474,4.95,5.29,535,-4.49
CM2222,342,Affiliate,2024-10-04,2024-10-09,9435.0,536212,564845,0.82,5.54,99,
CM4081,133,Product Launch,2024-11-01,2024-11-03,8250.0,750567,830997,3.23,6.39,105,
CM1352,339,Brand Awareness,2024-12-24,2024-12-26,6936.0,113315,215528,3.29,11.7,828,2.32
CM3378,241,Affiliate,2024-12-12,2024-12-24,7121.0,572693,675488,,3.5,815,31.8
CM3474,295,Giveaway,2024-06-11,2024-06-08,7958.0,994427,1124527,9.86,8.51,49,38.8
CM2914,336,Product Launch,2024-02-29,2024-02-20,2082.0,251714,300224,5.1,7.79,822,54.65
CM1948,345,Product Launch,2024-11-09,2024-11-18,4866.0,6351,83654,8.55,12.38,683,49.88
CM3137,327,Brand Awareness,2024-10-19,2024-10-11,6396.0,677002,696159,6.72,7.5,356,39.6
CM488,320,Giveaway,2024-11-13,2024-11-30,7587.0,748235,898872,4.46,12.39,141,15.37
CM335,297,Product Launch,2024-08-13,2024-08-17,6309.0,869997,1053629,1.35,12.25,254,52.22
CM1177,344,Product Launch,2024-08-13,2024-08-05,3258.0,142981,319441,7.23,1.57,290,0.35
CM2084,267,Giveaway,2024-10-12,2024-10-08,9792.0,425446,478660,0.98,7.59,797,28.89
CM4463,315,Giveaway,2024-07-25,2024-07-25,8046.0,660077,679417,8.04,14.84,56,20.82
CM4062,315,Giveaway,2024-05-04,2024-05-11,8107.0,256333,453065,9.77,10.27,877,54.1
CM870,273,Affiliate,2024-09-25,2024-09-27,7223.0,665576,755546,8.73,3.24,442,30.7
CM2265,343,Giveaway,2024-04-20,2024-04-27,,162361,297951,4.51,14.18,175,41.99
CM773,273,Affiliate,2024-05-20,2024-05-14,9462.0,595495,635710,8.25,3.41,614,36.95
CM349,333,Affiliate,2024-11-30,2024-12-02,5584.0,451968,508355,8.64,10.52,770,13.78
CM1674,296,Product Launch,2024-04-13,2024-04-26,8095.0,912439,1091489,2.28,9.38,488,44.51
CM3519,320,Giveaway,2024-11-05,2024-11-09,3676.0,516214,587602,8.39,5.08,825,24.62
CM2181,323,Giveaway,2024-05-12,2024-05-23,,13202,89709,7.36,7.62,62,-7.49
CM1923,331,Product Launch,2024-12-11,2024-12-28,5789.0,67572,120669,5.02,8.23,677,35.09
CM816,322,Affiliate,2024-12-24,2025-01-12,2013.0,747201,768846,5.89,5.68,648,17.31
CM4912,256,Brand Awareness,2024-01-28,2024-01-31,3841.0,973666,1073882,1.85,7.2,190,51.17
CM2148,319,Giveaway,2024-07-22,2024-07-20,669.0,384703,429109,8.48,8.47,401,16.39
CM4278,329,Product Launch,2024-07-15,2024-07-30,9605.0,231394,285886,6.29,7.5,710,26.79
CM2824,271,Affiliate,2024-11-20,2024-12-09,9111.0,810281,961635,2.3,0.95,951,11.71
CM4760,319,Giveaway,2024-03-23,2024-03-23,1787.0,912739,1076296,7.7,4.64,158,9.83
CM1560,256,Giveaway,2024-04-23,2024-05-04,5523.0,396982,545290,8.11,4.33,640,10.79
CM1768,203,Affiliate,2024-12-09,2024-12-19,5939.0,4991,145948,0.71,4.46,596,29.13
CM2856,258,Giveaway,2024-02-29,2024-02-23,,310065,325902,0.59,10.26,722,12.35
CM2100,345,Brand Awareness,2024-02-02,2024-01-28,2433.0,377968,535619,9.44,12.54,443,46.87
CM504,323,Giveaway,2024-10-28,2024-10-24,7458.0,326397,521439,1.1,7.7,153,46.03
CM484,333,Affiliate,2024-06-03,2024-06-02,8761.0,755936,884914,4.75,11.67,887,-9.93
CM4731,245,Affiliate,2024-11-14,2024-12-01,9247.0,209343,261887,1.01,2.41,119,13.4
CM2252,163,Affiliate,2024-11-25,2024-12-12,,589175,751777,2.01,4.51,921,-8.92
CM1733,334,Brand Awareness,2024-06-28,2024-06-19,4300.0,577587,773134,9.58,8.9,625,21.07
CM4825,305,Giveaway,2024-04-05,2024-03-26,2536.0,366890,494297,9.75,4.56,429,-2.93
CM4025,349,Product Launch,2024-05-04,2024-05-05,1089.0,935364,954498,4.92,5.05,245,15.48
CM4258,348,Affiliate,2024-04-30,2024-05-09,695.0,75210,84198,4.82,2.63,605,54.94
CM323,133,Affiliate,2024-04-25,2024-04-20,2465.0,639451,700318,3.27,2.18,710,38.27
CM2293,163,Product Launch,2024-05-23,2024-05-19,1473.0,713717,822874,4.19,8.32,640,27.82
CM3236,323,Affiliate,2024-03-02,2024-03-16,2400.0,715335,744906,,12.99,343,54.44
CM4569,133,Giveaway,2024-10-07,2024-10-26,3459.0,686671,861982,2.27,14.74,110,20.86
CM1924,260,Brand Awareness,2024-02-20,2024-03-01,,982640,1103709,6.09,3.14,72,29.5
CM4840,204,Brand Awareness,2024-07-13,2024-07-29,7192.0,184557,360387,3.64,10.71,142,10.38
CM897,203,Affiliate,2024-09-03,2024-09-12,6837.0,797728,980536,3.59,13.92,504,57.3
CM2971,133,Product Launch,2024-03-28,2024-03-29,1089.0,60596,231386,4.69,9.4,877,6.24
CM109,297,Giveaway,2024-03-02,2024-03-12,4815.0,338180,533082,4.24,14.07,525,24.69
CM2044,236,Brand Awareness,2024-11-03,2024-11-02,8941.0,613026,793741,7.72,12.63,106,-2.11
CM1938,333,Giveaway,2024-09-24,2024-10-03,7459.0,275198,354603,8.76,5.65,799,-3.86
CM355,273,Affiliate,2024-02-21,2024-03-11,5297.0,621716,738571,6.98,10.54,891,30.45
CM4585,263,Giveaway,2024-02-24,2024-02-28,6709.0,209343,276794,2.8,14.65,445,12.9
CM4747,279,Affiliate,2024-01-02,2024-01-11,1660.0,433795,608046,,11.1,663,24.43
CM1681,260,Product Launch,2024-04-22,2024-04-16,705.0,12955,185611,2.79,7.48,900,58.08
CM3056,332,Brand Awareness,2024-12-07,2024-12-08,8502.0,459480,530739,1.42,5.8,517,11.32
CM1024,172,Brand Awareness,2024-01-31,2024-02-19,7677.0,225458,271505,6.6,6.39,56,3.23
CM4667,336,Product Launch,2024-03-09,2024-03-11,9498.0,841350,931434,8.2,1.66,414,36.84
CM2608,332,Product Launch,2024-12-11,2024-12-29,5852.0,51785,127459,5.75,6.6,382,26.32
CM3875,163,Brand Awareness,2024-06-06,2024-05-31,3477.0,600612,700587,8.67,7.62,741,28.64
CM4236,258,Brand Awareness,2024-09-24,2024-09-24,8943.0,302984,309708,7.22,4.22,332,10.82
CM2879,256,Product Launch,2024-09-13,2024-09-03,7284.0,302269,318585,2.69,3.38,46,-8.87
CM639,330,Giveaway,2024-11-09,2024-11-08,8511.0,636754,778038,3.13,13.51,867,52.41
CM2845,345,Brand Awareness,2024-09-30,2024-10-15,2067.0,748424,754916,1.9,14.09,270,43.8
CM4737,279,Product Launch,2024-02-12,2024-02-19,2895.0,236430,252663,8.63,4.6,996,34.78
CM4810,137,Brand Awareness,2024-03-12,2024-03-06,4682.0,662311,767028,10.0,6.03,324,46.48
CM1245,292,Affiliate,2024-04-27,2024-04-29,,3590,125044,2.35,2.43,479,19.78
CM4568,329,Affiliate,2024-12-13,2024-12-28,7804.0,504015,563031,1.32,4.45,661,36.01
CM767,322,Affiliate,2024-10-12,2024-10-02,4801.0,966177,1077980,5.67,10.94,13,-1.81
CM3119,314,Giveaway,2024-06-29,2024-06-19,9349.0,180508,233741,3.27,2.11,297,41.55
CM457,335,Affiliate,2024-02-18,2024-02-24,,296868,458974,6.08,6.22,263,45.53
CM2931,267,Product Launch,2024-03-09,2024-03-19,9641.0,856404,933449,6.78,9.72,216,34.47
CM2883,268,Giveaway,2024-07-05,2024-06-30,7719.0,477966,481902,9.42,1.09,811,23.3
CM1453,245,Brand Awareness,2024-03-24,2024-03-26,8775.0,599671,788371,3.91,5.1,24,36.45
CM570,247,Product Launch,2024-04-12,2024-04-09,6829.0,298214,326262,2.63,3.21,948,46.8
CM2803,211,Product Launch,2024-06-17,2024-06-15,5007.0,26261,123480,9.48,7.82,827,51.57
CM3430,295,Brand Awareness,2024-12-07,2024-12-10,,777654,799211,6.49,14.58,814,39.6
CM3737,328,Affiliate,2024-08-21,2024-08-27,5887.0,942015,961988,9.38,8.44,99,19.04
CM1496,334,Giveaway,2024-04-30,2024-05-18,2397.0,58940,177396,4.82,8.72,486,
CM3684,296,Giveaway,2024-03-16,2024-03-12,6770.0,731264,881692,7.15,4.77,914,33.08
CM4725,322,Giveaway,2024-07-14,2024-07-30,4325.0,823299,835070,6.23,1.23,339,-9.61
CM3476,317,Giveaway,2024-08-19,2024-08-18,3979.0,572960,620283,3.84,6.14,122,31.52
CM1356,334,Product Launch,2024-12-29,2025-01-11,2567.0,674298,702157,1.09,6.49,797,18.36
CM3612,344,Brand Awareness,2024-07-20,2024-07-29,4222.0,608176,659803,1.19,7.88,602,10.14
CM1350,256,Brand Awareness,2024-04-01,2024-03-30,6393.0,207796,319957,6.66,7.85,585,2.17
CM5054,346,Product Launch,2024-01-29,2024-02-16,4022.0,553303,599472,7.2,0.45,803,42.74
CM4398,263,Giveaway,2024-05-31,2024-05-28,886.0,298555,477515,1.08,5.8,136,
CM3384,337,Affiliate,2024-09-24,2024-09-27,2381.0,194540,232519,7.41,9.5,177,9.12
CM3033,337,Product Launch,2024-12-21,2025-01-07,6720.0,146942,209491,5.23,14.51,563,36.76
CM4275,247,Brand Awareness,2024-11-17,2024-11-13,2359.0,4608,10998,3.8,3.93,392,-0.71
CM1952,295,Brand Awareness,2024-05-07,2024-05-05,7048.0,105720,162918,2.49,8.69,295,26.02
CM4003,249,Brand Awareness,2024-10-05,2024-10-14,6125.0,744708,780936,7.85,9.63,388,41.5
CM2205,344,Product Launch,2024-07-15,2024-07-20,7461.0,773112,785437,1.88,13.41,546,42.06
CM233,292,Affiliate,2024-12-22,2024-12-27,3623.0,373027,377399,9.76,6.01,677,11.58
CM1028,203,Affiliate,2024-04-14,2024-04-25,2121.0,986452,1021934,8.64,2.31,365,25.12
CM923,345,Giveaway,2024-02-03,2024-02-20,8776.0,311613,483187,1.19,14.32,998,22.45
CM5018,336,Giveaway,2024-02-16,2024-03-04,2045.0,918928,995756,8.42,9.13,485,27.42
CM1631,327,Giveaway,2024-12-10,2024-12-04,5737.0,235068,305619,4.02,5.09,632,22.98
CM1314,267,Product Launch,2024-02-13,2024-02-12,4645.0,651178,681697,9.77,8.63,317,8.87
CM604,157,Brand Awareness,2024-11-20,2024-11-24,3536.0,293592,321513,4.22,13.81,69,-7.38
CM4385,322,Affiliate,2024-12-08,2024-12-04,5399.0,661951,794808,2.83,5.14,768,54.14
CM2096,315,Affiliate,2024-09-09,2024-09-24,1700.0,358659,443829,8.97,14.47,526,31.29
CM3172,157,Affiliate,2024-02-13,2024-02-09,3977.0,281151,420920,0.92,9.31,300,13.08
CM2058,291,Product Launch,2024-05-29,2024-05-27,2425.0,997463,1146741,4.32,13.26,270,11.75
CM1484,347,Brand Awareness,2024-08-08,2024-08-05,3879.0,258061,280355,3.91,1.84,509,42.2
CM994,236,Giveaway,2024-12-27,2024-12-26,2396.0,585947,783970,9.1,1.29,870,45.3
CM555,263,Giveaway,2024-05-04,2024-05-14,1808.0,294339,370943,5.94,13.26,644,29.81
CM4878,345,Affiliate,2024-07-05,2024-07-02,6563.0,426377,483813,9.73,9.46,258,59.89
CM3809,320,Brand Awareness,2024-07-19,2024-07-28,8608.0,931167,1128102,4.43,3.27,237,39.94
CM4859,336,Brand Awareness,2024-09-06,2024-09-16,1409.0,21180,42254,0.54,3.57,691,40.98
CM4368,268,Giveaway,2024-05-29,2024-06-01,4613.0,538831,701270,4.49,11.68,763,2.49
CM3622,330,Giveaway,2024-08-15,2024-08-12,3175.0,999091,1016039,,7.38,700,40.83
CM4234,346,Product Launch,2024-07-29,2024-08-05,3415.0,840651,920680,7.71,12.2,519,-1.31
CM3702,324,Product Launch,2024-03-02,2024-03-05,3705.0,560178,607471,7.54,11.87,829,-2.25
CM813,315,Affiliate,2024-10-24,2024-10-23,5948.0,965250,1020595,1.91,0.63,334,32.86
CM4286,225,Affiliate,2024-06-02,2024-06-21,9715.0,849928,978561,1.68,9.15,217,48.89
CM2314,345,Product Launch,2024-11-26,2024-11-30,,980249,1164080,5.67,4.22,444,-5.35
CM3023,298,Brand Awareness,2024-08-15,2024-08-23,2811.0,732520,794921,1.04,5.88,607,6.54
CM1910,322,Affiliate,2024-06-03,2024-06-09,2693.0,755518,883268,5.24,14.27,501,41.13
CM3586,320,Affiliate,2024-12-03,2024-12-18,3099.0,465657,607578,3.89,11.62,288,54.17
CM3241,342,Affiliate,2024-08-21,2024-09-06,2829.0,193535,325179,6.44,4.15,671,7.11
CM1927,236,Brand Awareness,2024-12-23,2024-12-16,7154.0,87700,142291,6.59,5.04,200,38.02
CM1255,345,Brand Awareness,2024-01-21,2024-01-30,6985.0,39131,214317,,10.48,858,41.15
CM1424,260,Affiliate,2024-08-23,2024-08-28,3614.0,455681,610200,,3.8,251,-2.94
CM4412,299,Product Launch,2024-01-17,2024-01-21,4531.0,698063,873420,6.95,5.13,335,3.46
CM610,299,Affiliate,2024-11-10,2024-11-21,1710.0,176657,191660,1.81,7.07,897,-1.14
CM1780,137,Brand Awareness,2024-03-15,2024-03-05,,393938,519444,9.26,6.79,954,53.91
CM599,137,Product Launch,2024-11-30,2024-11-25,2269.0,159554,245612,1.28,1.07,13,44.84
CM4775,335,Giveaway,2024-07-29,2024-07-20,1546.0,473374,591359,8.48,0.83,130,29.74
CM1956,271,Affiliate,2024-09-22,2024-10-09,7087.0,521751,571305,4.33,9.11,213,48.13
CM1488,333,Giveaway,2024-07-23,2024-07-15,8304.0,174703,311199,7.45,1.2,367,3.13
CM3819,324,Giveaway,2024-03-21,2024-03-21,2237.0,22169,40659,,3.42,160,48.23
CM2486,163,Brand Awareness,2024-12-26,2024-12-18,9222.0,851804,980791,3.47,5.07,129,9.13
CM3336,273,Giveaway,2024-02-02,2024-02-09,6644.0,907279,1059461,2.12,2.97,566,32.59
CM1640,337,Brand Awareness,2024-08-17,2024-08-10,5280.0,653524,844132,5.29,5.75,457,-9.79
CM1317,225,Affiliate,2024-12-28,2024-12-21,5730.0,370322,427203,7.37,2.17,926,47.52
CM2781,292,Affiliate,2024-03-29,2024-03-21,7187.0,141401,152043,5.54,14.15,33,5.88
CM3093,291,Product Launch,2024-11-09,2024-11-22,1317.0,464069,605359,1.86,8.82,753,14.91
CM1291,322,Brand Awareness,2024-05-14,2024-05-21,926.0,722841,874231,3.31,5.23,880,0.05
CM1642,335,Giveaway,2024-09-05,2024-09-02,2733.0,41376,129576,6.79,14.9,452,31.34
CM3401,350,Brand Awareness,2024-03-07,2024-03-16,6002.0,291429,315733,9.68,3.44,543,26.94
CM3424,349,Product Launch,2024-02-18,2024-02-28,3888.0,892581,956975,4.73,3.37,420,-3.47
CM2639,337,Brand Awareness,2024-08-18,2024-08-27,9636.0,569225,645291,4.95,2.42,437,19.1
CM1053,225,Affiliate,2024-01-13,2024-01-18,4797.0,271244,356627,1.25,1.09,616,46.44
CM4430,324,Affiliate,2024-09-28,2024-10-12,4818.0,152117,304191,5.51,6.16,490,23.52
CM832,306,Product Launch,2024-11-08,2024-11-21,6469.0,148683,160901,1.01,1.07,735,35.96
CM1256,340,Product Launch,2024-06-19,2024-06-10,1942.0,176965,183421,1.89,8.7,195,58.49
CM3394,260,Affiliate,2024-12-12,2024-12-24,1699.0,290112,307298,7.41,11.27,349,38.05
CM3082,297,Giveaway,2024-02-19,2024-02-16,4076.0,103756,216611,,8.74,586,-1.12
CM2256,346,Brand Awareness,2024-04-24,2024-05-09,9852.0,881751,963017,2.21,6.09,340,42.5
CM1162,320,Affiliate,2024-10-23,2024-10-16,1288.0,830308,867238,9.49,11.6,267,3.61
CM2716,258,Product Launch,2024-12-30,2024-12-22,2435.0,391014,478898,1.38,0.51,288,34.61
CM1267,172,Giveaway,2024-09-16,2024-09-21,3694.0,932324,1099667,1.71,13.95,896,33.64
CM3322,268,Brand Awareness,2024-02-28,2024-02-23,8830.0,356923,380397,0.72,11.19,965,46.98
CM3736,291,Product Launch,2024-03-20,2024-03-28,5717.0,623260,692369,6.27,6.99,914,52.2
CM3038,211,Affiliate,2024-05-16,2024-06-02,3225.0,878163,1003130,0.97,2.94,823,49.07
CM4591,245,Affiliate,2024-03-28,2024-04-16,825.0,180869,279845,7.45,12.36,279,6.0
CM3240,343,Giveaway,2024-11-16,2024-11-27,2212.0,878714,978605,8.76,7.71,963,29.17
CM243,317,Affiliate,2024-05-24,2024-06-06,5860.0,754789,815906,8.62,0.89,354,
CM3677,321,Affiliate,2024-08-13,2024-08-04,4443.0,142072,208092,5.33,1.33,349,48.05
CM2882,350,Product Launch,2024-03-14,2024-03-08,6240.0,826535,932899,8.66,0.99,794,40.47
CM817,338,Brand Awareness,2024-12-19,2024-12-14,9594.0,717743,737151,5.4,14.49,428,48.64
CM1919,337,Affiliate,2024-03-28,2024-04-04,9592.0,139161,141368,8.65,11.7,106,1.93
CM2602,340,Product Launch,2024-04-02,2024-04-13,1735.0,550435,645583,4.99,2.06,593,-2.58
CM4460,347,Brand Awareness,2024-11-03,2024-11-14,2616.0,930374,947922,6.66,6.61,138,29.88
CM4271,299,Giveaway,2024-03-21,2024-03-17,1991.0,76927,274498,8.35,11.17,254,17.79
CM495,305,Brand Awareness,2024-07-17,2024-07-31,2467.0,24652,110266,6.3,4.81,177,44.51
CM5084,297,Brand Awareness,2024-08-19,2024-08-24,8652.0,396386,410973,9.93,3.58,103,54.5
CM4592,203,Affiliate,2024-04-06,2024-03-27,7705.0,402295,567560,1.91,9.52,799,54.62
CM1465,291,Affiliate,2024-10-21,2024-10-26,925.0,594374,685591,1.09,7.91,213,23.14
CM4797,298,Giveaway,2024-11-15,2024-11-22,8805.0,407980,566347,,14.74,251,-9.76
CM695,267,Product Launch,2024-01-29,2024-02-15,8143.0,405255,535726,7.25,10.56,185,31.2
CM4052,157,Product Launch,2024-03-17,2024-04-04,4075.0,206908,382761,6.87,4.87,368,-3.78
CM3014,211,Affiliate,2024-04-24,2024-05-09,890.0,563746,654022,2.19,4.19,886,13.2
CM2426,340,Brand Awareness,2024-09-02,2024-09-19,,853301,896143,2.47,5.32,565,28.18
CM3866,218,Brand Awareness,2024-08-08,2024-07-30,,900997,1049901,7.74,5.89,725,9.67
CM3540,322,Affiliate,2024-07-01,2024-07-12,8868.0,915150,1060378,6.21,5.0,268,
CM3951,319,Brand Awareness,2024-05-27,2024-05-27,,210074,270195,8.98,11.41,31,36.04
CM4232,292,Brand Awareness,2024-10-08,2024-10-27,2425.0,356694,482848,4.27,12.73,996,18.76
CM4830,330,Product Launch,2024-09-02,2024-09-20,9463.0,501040,607336,,0.95,171,40.61
CM2243,347,Giveaway,2024-06-14,2024-06-28,2487.0,846242,950487,3.34,7.18,438,19.03
CM1671,349,Giveaway,2024-06-26,2024-06-17,1458.0,240173,390810,8.08,3.09,45,1.79
CM4179,203,Brand Awareness,2024-07-01,2024-06-24,6921.0,90037,257427,2.92,11.46,755,45.63
CM1222,333,Affiliate,2024-06-13,2024-06-27,2978.0,901492,1016682,1.93,9.48,519,19.4
CM2886,345,Product Launch,2024-06-12,2024-07-01,8603.0,319687,327396,2.95,9.15,363,28.89
CM3067,349,Product Launch,2024-01-11,2024-01-03,,627414,815991,8.71,5.52,519,-5.27
CM2604,342,Brand Awareness,2024-11-19,2024-12-01,4260.0,893642,1053729,1.51,4.53,182,11.97
CM3565,241,Giveaway,2024-08-10,2024-08-26,7115.0,771878,780878,2.68,12.79,766,0.62
CM775,348,Product Launch,2024-10-26,2024-11-12,9064.0,515824,680815,2.85,5.94,544,59.95
CM2908,267,Brand Awareness,2024-10-14,2024-10-14,6339.0,860138,1051724,3.98,11.94,699,8.26
CM3448,211,Product Launch,2024-03-13,2024-03-23,,228827,281036,5.59,5.6,526,20.42
CM828,314,Brand Awareness,2024-09-11,2024-09-15,2521.0,843757,940432,5.55,4.6,535,0.05
CM512,319,Affiliate,2024-10-11,2024-10-29,3165.0,338593,469116,9.31,14.0,824,18.96
CM3246,330,Giveaway,2024-05-16,2024-05-24,1878.0,4857,108514,0.53,1.51,972,29.51
CM1616,335,Giveaway,2024-07-26,2024-08-14,7913.0,133321,257618,0.54,2.28,732,-5.29
CM925,267,Brand Awareness,2024-08-17,2024-08-29,3174.0,831925,893428,7.3,9.47,565,1.83
CM3367,172,Brand Awareness,2024-12-10,2024-12-11,5090.0,543118,594646,3.39,3.4,113,10.66
CM4074,338,Brand Awareness,2024-06-04,2024-06-09,2078.0,918831,1061177,2.69,14.78,829,-7.22
CM716,344,Affiliate,2024-04-23,2024-04-17,7898.0,789944,983182,6.7,4.82,444,3.85
CM214,323,Product Launch,2024-04-17,2024-04-13,1210.0,107745,275568,1.42,9.92,417,9.34
CM517,341,Giveaway,2024-02-06,2024-02-11,4792.0,895208,923982,8.22,12.5,922,10.23
CM3169,336,Giveaway,2024-10-04,2024-10-19,8780.0,442850,465169,0.57,1.31,980,
CM1725,249,Affiliate,2024-06-29,2024-07-07,4020.0,703101,852711,6.77,1.74,988,15.35
CM4740,330,Product Launch,2024-07-15,2024-07-24,1061.0,602252,702455,9.08,1.44,139,-4.45
CM4285,323,Brand Awareness,2024-08-31,2024-09-11,9747.0,462419,539388,,13.03,117,54.62
CM2996,341,Affiliate,2024-12-06,2024-12-03,8086.0,229907,252789,5.2,11.43,427,12.12
CM4915,271,Giveaway,2024-04-10,2024-04-28,5847.0,461133,655939,9.73,1.87,675,25.56
CM2182,267,Affiliate,2024-03-20,2024-03-21,8801.0,553275,642994,2.72,5.73,183,19.71
CM853,211,Brand Awareness,2024-10-15,2024-10-23,9972.0,490774,632752,6.1,11.87,991,
CM2646,291,Brand Awareness,2024-02-23,2024-03-05,2830.0,323195,397480,3.91,0.88,95,43.73
CM4069,296,Product Launch,2024-11-27,2024-12-14,7760.0,897200,1013292,,8.72,621,
CM3473,319,Brand Awareness,2024-08-15,2024-08-08,4172.0,978074,1118429,4.01,4.96,851,34.14
CM4207,320,Giveaway,2024-09-23,2024-09-16,5300.0,522228,607952,8.92,9.13,879,36.86
CM2544,204,Affiliate,2024-12-29,2024-12-19,3435.0,885555,940217,7.27,2.47,293,26.5
CM4480,291,Brand Awareness,2024-08-09,2024-08-26,853.0,98932,140585,0.77,2.2,816,0.17
CM1166,346,Affiliate,2024-03-06,2024-03-04,2946.0,891497,971170,5.67,0.22,405,-0.63
CM4013,218,Affiliate,2024-09-19,2024-09-21,,929415,1103247,5.0,9.97,768,28.03
CM3598,211,Affiliate,2024-10-14,2024-10-19,3031.0,685440,786987,5.2,13.67,104,7.88
CM2838,273,Affiliate,2024-10-06,2024-10-06,5405.0,526407,676873,2.95,5.87,47,-2.6
CM4100,346,Giveaway,2024-10-07,2024-10-25,5073.0,658009,659542,8.12,11.55,526,59.2
CM1668,327,Brand Awareness,2024-11-29,2024-11-30,1505.0,920339,1065942,5.36,4.44,511,16.32
CM2527,279,Affiliate,2024-02-20,2024-03-03,,519936,654408,9.9,1.46,273,50.86
CM3846,335,Product Launch,2024-06-06,2024-06-09,4697.0,248610,262986,0.55,1.32,457,
CM4881,291,Affiliate,2024-01-10,2024-01-22,7099.0,335066,371121,2.82,10.93,814,21.01
CM1787,320,Brand Awareness,2024-01-16,2024-02-01,5045.0,532834,688671,2.76,3.57,348,-6.91
CM951,338,Giveaway,2024-06-21,2024-06-29,5587.0,190001,273332,5.26,0.49,863,-9.51
CM3646,263,Affiliate,2024-12-29,2024-12-28,3996.0,112302,257597,2.69,2.44,119,3.01
CM995,305,Brand Awareness,2024-07-16,2024-07-09,7159.0,956294,1112538,8.28,12.66,107,41.73
CM4692,323,Brand Awareness,2024-07-03,2024-07-17,8263.0,803922,972923,5.84,0.28,308,50.88
CM435,337,Brand Awareness,2024-04-08,2024-04-13,5947.0,722561,777427,2.03,3.4,712,24.56
CM2939,319,Brand Awareness,2024-02-18,2024-02-28,1448.0,630323,801333,8.27,6.31,273,53.38
CM3187,204,Product Launch,2024-02-15,2024-02-28,1477.0,947058,1046840,2.04,7.05,548,10.67
CM4711,347,Product Launch,2024-05-22,2024-05-16,9036.0,529104,660421,3.27,3.75,548,37.13
CM1448,336,Brand Awareness,2024-05-16,2024-05-07,5564.0,261408,276889,7.57,3.75,557,-9.61
CM1115,319,Brand Awareness,2024-02-26,2024-03-07,9536.0,58564,139013,2.92,0.61,655,4.58
CM2916,249,Product Launch,2024-03-05,2024-03-08,8376.0,951159,1014494,8.48,12.81,81,
CM1731,347,Product Launch,2024-07-18,2024-07-11,4087.0,409107,587610,,2.96,116,4.14
CM2589,342,Giveaway,2024-05-31,2024-05-24,7346.0,71185,147647,7.22,6.19,212,8.79
CM3830,137,Brand Awareness,2024-04-18,2024-04-29,2609.0,114307,292349,5.03,3.13,753,34.61
CM3351,236,Product Launch,2024-07-01,2024-07-08,2134.0,388808,585977,3.38,12.18,168,44.32
CM4875,218,Brand Awareness,2024-07-12,2024-07-28,5597.0,888442,1085528,9.26,3.85,188,12.26
CM2170,324,Affiliate,2024-04-19,2024-05-01,1738.0,895803,937325,6.29,4.33,607,0.65
CM4552,273,Brand Awareness,2024-01-11,2024-01-21,2246.0,200953,255937,2.14,7.21,697,10.49
CM3389,306,Brand Awareness,2024-08-01,2024-08-17,2209.0,845785,889202,2.54,11.7,761,12.04
CM1735,317,Affiliate,2024-10-21,2024-10-22,6671.0,852556,872096,8.3,10.48,104,24.98
CM4746,263,Product Launch,2024-09-11,2024-09-07,2738.0,512133,650654,9.35,4.35,973,42.3
CM2579,263,Product Launch,2024-01-14,2024-01-09,5438.0,172792,370705,6.58,13.48,221,56.7
CM2365,241,Affiliate,2024-02-17,2024-02-17,1332.0,670773,726243,0.89,14.7,347,5.79
CM3059,204,Product Launch,2024-03-27,2024-03-19,3293.0,765413,773126,9.8,10.6,155,54.33
CM4978,241,Affiliate,2024-07-18,2024-08-02,8220.0,444366,514419,7.5,10.89,860,18.72
CM3159,203,Affiliate,2024-10-20,2024-10-23,838.0,849978,870427,3.77,6.95,220,50.23
CM2241,350,Giveaway,2024-04-23,2024-04-30,4272.0,167746,262991,8.37,12.45,126,59.92
CM3218,302,Giveaway,2024-04-30,2024-04-26,7391.0,927216,1064667,3.86,13.17,873,45.66
CM4971,203,Product Launch,2024-04-30,2024-05-19,6627.0,471370,592426,2.87,2.22,184,-6.31
CM4145,225,Affiliate,2024-03-10,2024-03-01,9936.0,47257,136081,8.09,1.82,709,39.31
